Job_Title,Job_Role,Company,Location,Job_Description,User_Skills,Job_Requirements,Experience,Salary_Range,Rating
Automation Test Engineer,Automation Test Engineer,Amazon,Kolkata,Build and maintain test automation frameworks. Write scripts for regression testing. Integrate tests into CI/CD pipelines.,"Selenium, Python, Java, Jenkins, CI/CD, Cucumber, REST API, Postman, Git","Selenium, Python, Java, Jenkins, CI/CD, Cucumber, REST API, Postman, Git",2-4 years,7-13 LPA,3.3
Embedded Systems Engineer,Embedded Systems Engineer,BYJU's,Pune,Develop firmware for embedded devices. Work with microcontrollers and real-time OS. Debug hardware issues. Write low-level C code.,"C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT","C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT",2-5 years,8-16 LPA,5.0
Cloud Engineer,Cloud Engineer,Zoho,Hyderabad,Design and manage cloud infrastructure. Migrate on-premise systems to cloud. Optimize cloud costs. Ensure security and compliance.,"AWS, Azure, GCP, Terraform, Docker, Kubernetes, Python, Linux, Security","AWS, Azure, GCP, Terraform, Docker, Kubernetes, Python, Linux, Security",2-5 years,12-20 LPA,4.2
Machine Learning Engineer,Machine Learning Engineer,Flipkart,Delhi,Design and implement ML pipelines. Deploy models to production. Optimize algorithms for performance. Collaborate with data scientists and engineers.,"Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux","Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux",2-5 years,10-18 LPA,4.3
Data Scientist,Data Scientist,Paytm,Remote,"Analyze large datasets to extract insights. Build predictive models using machine learning. Work with Python, R, and SQL to process data. Communicate findings to stakeholders.","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics",2-4 years,8-15 LPA,4.0
AI Product Manager,AI Product Manager,Microsoft India,Kolkata,Define AI product roadmap. Work with ML teams. Identify AI use cases. Translate business needs into technical requirements.,"Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira","Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira",4-7 years,18-30 LPA,4.9
Product Manager,Product Manager,BYJU's,Delhi,Define product vision and roadmap. Work with engineering and design teams. Analyze market and user data. Prioritize features.,"Product Roadmap, Agile, Scrum, SQL, Analytics, User Research, Communication, Jira","Product Roadmap, Agile, Scrum, SQL, Analytics, User Research, Communication, Jira",3-6 years,15-28 LPA,4.0
NLP Engineer,NLP Engineer,TCS,Delhi,Develop natural language processing models. Build text classification and extraction systems. Work on chatbots and conversational AI.,"Python, NLP, BERT, SpaCy, NLTK, TensorFlow, Transformers, HuggingFace","Python, NLP, BERT, SpaCy, NLTK, TensorFlow, Transformers, HuggingFace",2-5 years,12-20 LPA,3.5
Computer Vision Engineer,Computer Vision Engineer,Freshworks,Remote,Build image recognition and object detection systems. Work with CNNs and deep learning. Deploy vision models to production.,"Python, OpenCV, PyTorch, TensorFlow, CNNs, YOLO, Image Processing, CUDA","Python, OpenCV, PyTorch, TensorFlow, CNNs, YOLO, Image Processing, CUDA",2-5 years,12-22 LPA,3.3
Python Developer,Python Developer,InfoSys,Hyderabad,Develop backend services using Python and Django/Flask. Write clean and maintainable code. Work in agile environment. Integrate with databases and APIs.,"Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis","Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis",1-3 years,6-12 LPA,3.2
Full Stack Developer,Full Stack Developer,Google India,Hyderabad,Build web applications from frontend to backend. Work with React and Node.js. Design RESTful APIs. Collaborate with UI/UX designers.,"JavaScript, React, Node.js, HTML, CSS, SQL, MongoDB, Git, REST API, Express","JavaScript, React, Node.js, HTML, CSS, SQL, MongoDB, Git, REST API, Express",2-4 years,8-16 LPA,3.6
QA Engineer,QA Engineer,Microsoft India,Mumbai,Design and execute test plans. Automate test cases using Selenium. Report and track bugs. Ensure software quality before release.,"Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing","Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing",1-3 years,5-10 LPA,4.5
QA Engineer,QA Engineer,Paytm,Noida,Design and execute test plans. Automate test cases using Selenium. Report and track bugs. Ensure software quality before release.,"Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing","Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing",1-3 years,5-10 LPA,4.0
Web Designer,Web Designer,Wipro,Mumbai,"Design visually appealing websites. Work with HTML, CSS, and JavaScript. Ensure responsive design. Collaborate with marketing teams.","HTML, CSS, JavaScript, Figma, Adobe Creative Suite, Bootstrap, WordPress","HTML, CSS, JavaScript, Figma, Adobe Creative Suite, Bootstrap, WordPress",1-3 years,4-8 LPA,3.9
Digital Marketing Analyst,Digital Marketing Analyst,TCS,Bangalore,Analyze campaign performance data. Optimize SEO and SEM strategies. Build dashboards for marketing metrics. A/B test campaigns.,"Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics","Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics",1-3 years,5-10 LPA,3.5
Data Science Manager,Data Science Manager,Zoho,Mumbai,Lead a team of data scientists. Define data strategy. Oversee model development and deployment. Present insights to executives.,"Python, Machine Learning, Leadership, SQL, Communication, Strategy, Statistics, Tableau","Python, Machine Learning, Leadership, SQL, Communication, Strategy, Statistics, Tableau",6-10 years,25-45 LPA,3.4
Risk Analyst,Risk Analyst,Amazon,Kolkata,Identify and assess business risks. Develop risk mitigation strategies. Analyze data to predict potential issues. Report to management.,"SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis","SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis",2-4 years,8-14 LPA,4.0
Data Engineer,Data Engineer,Zoho,Mumbai,Build and maintain data pipelines. Design data warehouses. Work with big data technologies. Ensure data quality and reliability.,"Python, Spark, Hadoop, SQL, Airflow, Kafka, AWS, GCP, ETL, Scala","Python, Spark, Hadoop, SQL, Airflow, Kafka, AWS, GCP, ETL, Scala",2-4 years,10-16 LPA,4.3
Financial Analyst,Financial Analyst,Swiggy,Chennai,Analyze financial data and trends. Build financial models and forecasts. Prepare reports for management. Support budgeting process.,"Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP","Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP",2-4 years,8-15 LPA,5.0
AI Product Manager,AI Product Manager,Flipkart,Chennai,Define AI product roadmap. Work with ML teams. Identify AI use cases. Translate business needs into technical requirements.,"Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira","Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira",4-7 years,18-30 LPA,4.5
Mobile App Developer,Mobile App Developer,Wipro,Noida,Develop Android and iOS mobile applications. Work with React Native or Flutter. Integrate with backend APIs. Publish apps to stores.,"React Native, Flutter, Android, iOS, JavaScript, Dart, REST API, Git, Firebase","React Native, Flutter, Android, iOS, JavaScript, Dart, REST API, Git, Firebase",2-4 years,8-15 LPA,4.1
Healthcare Data Analyst,Healthcare Data Analyst,Zoho,Delhi,Analyze patient and clinical data. Build dashboards for healthcare KPIs. Ensure data compliance and privacy. Support clinical research.,"SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics","SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics",2-4 years,7-13 LPA,3.9
Machine Learning Engineer,Machine Learning Engineer,Zomato,Delhi,Design and implement ML pipelines. Deploy models to production. Optimize algorithms for performance. Collaborate with data scientists and engineers.,"Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux","Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux",2-5 years,10-18 LPA,4.5
Digital Marketing Analyst,Digital Marketing Analyst,Wipro,Bangalore,Analyze campaign performance data. Optimize SEO and SEM strategies. Build dashboards for marketing metrics. A/B test campaigns.,"Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics","Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics",1-3 years,5-10 LPA,3.0
AI Research Scientist,AI Research Scientist,InfoSys,Hyderabad,Conduct research in deep learning and NLP. Publish papers and implement novel algorithms. Work on cutting-edge AI problems.,"Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA","Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA",3-6 years,20-35 LPA,4.3
Robotics Engineer,Robotics Engineer,TCS,Mumbai,Design and program robotic systems. Work with ROS and sensor integration. Develop control algorithms. Test and validate robots.,"Python, C++, ROS, Control Systems, Sensor Fusion, SLAM, Linux, Computer Vision","Python, C++, ROS, Control Systems, Sensor Fusion, SLAM, Linux, Computer Vision",3-6 years,12-22 LPA,4.8
Site Reliability Engineer,Site Reliability Engineer,TechCorp,Kolkata,Ensure reliability and performance of production systems. Automate operations. Define SLOs and SLAs. Respond to incidents.,"Linux, Python, Go, Kubernetes, Prometheus, Grafana, CI/CD, AWS, Incident Management","Linux, Python, Go, Kubernetes, Prometheus, Grafana, CI/CD, AWS, Incident Management",3-6 years,14-24 LPA,4.5
Data Analyst,Data Analyst,Swiggy,Pune,Collect and interpret data to identify trends. Create dashboards and reports. Work with business teams to define KPIs. Use SQL and Excel for analysis.,"SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics","SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics",0-2 years,4-8 LPA,3.4
Embedded Systems Engineer,Embedded Systems Engineer,Google India,Noida,Develop firmware for embedded devices. Work with microcontrollers and real-time OS. Debug hardware issues. Write low-level C code.,"C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT","C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT",2-5 years,8-16 LPA,4.0
MLOps Engineer,MLOps Engineer,TechCorp,Bangalore,Manage ML model lifecycle. Automate training and deployment pipelines. Monitor model performance in production. Maintain infrastructure.,"Python, Docker, Kubernetes, CI/CD, MLflow, Airflow, AWS SageMaker, Terraform","Python, Docker, Kubernetes, CI/CD, MLflow, Airflow, AWS SageMaker, Terraform",3-5 years,14-22 LPA,3.8
Cybersecurity Analyst,Cybersecurity Analyst,Freshworks,Noida,Monitor networks for security threats. Investigate incidents and vulnerabilities. Implement security policies and procedures. Conduct security audits.,"Network Security, SIEM, Firewalls, IDS/IPS, Vulnerability Assessment, Python, Linux, CISSP","Network Security, SIEM, Firewalls, IDS/IPS, Vulnerability Assessment, Python, Linux, CISSP",2-4 years,8-15 LPA,4.8
AI Product Manager,AI Product Manager,Swiggy,Chennai,Define AI product roadmap. Work with ML teams. Identify AI use cases. Translate business needs into technical requirements.,"Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira","Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira",4-7 years,18-30 LPA,3.1
Prompt Engineer,Prompt Engineer,TechCorp,Chennai,Design and optimize prompts for LLMs. Evaluate model outputs. Build AI-powered applications. Work with GPT and Claude APIs.,"Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication","Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication",1-3 years,10-20 LPA,3.9
Security Engineer,Security Engineer,Microsoft India,Kolkata,Design and implement security systems. Conduct threat modeling. Develop security tools and scripts. Respond to security incidents.,"Python, AWS Security, IAM, Cryptography, Linux, Firewalls, DevSecOps, SIEM","Python, AWS Security, IAM, Cryptography, Linux, Firewalls, DevSecOps, SIEM",3-6 years,14-24 LPA,4.6
Healthcare Data Analyst,Healthcare Data Analyst,Freshworks,Kolkata,Analyze patient and clinical data. Build dashboards for healthcare KPIs. Ensure data compliance and privacy. Support clinical research.,"SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics","SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics",2-4 years,7-13 LPA,4.2
Android Developer,Android Developer,TechCorp,Hyderabad,Build native Android applications. Work with Kotlin and Java. Integrate APIs and local databases. Follow Material Design guidelines.,"Kotlin, Java, Android SDK, REST API, SQLite, Firebase, Git, MVVM, Jetpack","Kotlin, Java, Android SDK, REST API, SQLite, Firebase, Git, MVVM, Jetpack",1-3 years,6-12 LPA,4.7
Machine Learning Engineer,Machine Learning Engineer,InfoSys,Remote,Design and implement ML pipelines. Deploy models to production. Optimize algorithms for performance. Collaborate with data scientists and engineers.,"Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux","Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux",2-5 years,10-18 LPA,3.9
AI Research Scientist,AI Research Scientist,Microsoft India,Chennai,Conduct research in deep learning and NLP. Publish papers and implement novel algorithms. Work on cutting-edge AI problems.,"Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA","Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA",3-6 years,20-35 LPA,3.9
Digital Marketing Analyst,Digital Marketing Analyst,Freshworks,Remote,Analyze campaign performance data. Optimize SEO and SEM strategies. Build dashboards for marketing metrics. A/B test campaigns.,"Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics","Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics",1-3 years,5-10 LPA,3.3
Financial Analyst,Financial Analyst,Paytm,Kolkata,Analyze financial data and trends. Build financial models and forecasts. Prepare reports for management. Support budgeting process.,"Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP","Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP",2-4 years,8-15 LPA,4.5
Risk Analyst,Risk Analyst,Microsoft India,Mumbai,Identify and assess business risks. Develop risk mitigation strategies. Analyze data to predict potential issues. Report to management.,"SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis","SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis",2-4 years,8-14 LPA,4.5
Data Analyst,Data Analyst,Zoho,Pune,Collect and interpret data to identify trends. Create dashboards and reports. Work with business teams to define KPIs. Use SQL and Excel for analysis.,"SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics","SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics",0-2 years,4-8 LPA,3.5
Cybersecurity Analyst,Cybersecurity Analyst,Zoho,Kolkata,Monitor networks for security threats. Investigate incidents and vulnerabilities. Implement security policies and procedures. Conduct security audits.,"Network Security, SIEM, Firewalls, IDS/IPS, Vulnerability Assessment, Python, Linux, CISSP","Network Security, SIEM, Firewalls, IDS/IPS, Vulnerability Assessment, Python, Linux, CISSP",2-4 years,8-15 LPA,3.8
MLOps Engineer,MLOps Engineer,Google India,Bangalore,Manage ML model lifecycle. Automate training and deployment pipelines. Monitor model performance in production. Maintain infrastructure.,"Python, Docker, Kubernetes, CI/CD, MLflow, Airflow, AWS SageMaker, Terraform","Python, Docker, Kubernetes, CI/CD, MLflow, Airflow, AWS SageMaker, Terraform",3-5 years,14-22 LPA,4.7
Data Engineer,Data Engineer,Freshworks,Kolkata,Build and maintain data pipelines. Design data warehouses. Work with big data technologies. Ensure data quality and reliability.,"Python, Spark, Hadoop, SQL, Airflow, Kafka, AWS, GCP, ETL, Scala","Python, Spark, Hadoop, SQL, Airflow, Kafka, AWS, GCP, ETL, Scala",2-4 years,10-16 LPA,3.9
AI Research Scientist,AI Research Scientist,Zomato,Chennai,Conduct research in deep learning and NLP. Publish papers and implement novel algorithms. Work on cutting-edge AI problems.,"Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA","Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA",3-6 years,20-35 LPA,3.4
Ethical Hacker,Ethical Hacker,Amazon,Chennai,Perform penetration testing on systems and applications. Identify and report security vulnerabilities. Work with dev teams to patch issues.,"Penetration Testing, Kali Linux, Metasploit, Burp Suite, Python, Networking, OWASP","Penetration Testing, Kali Linux, Metasploit, Burp Suite, Python, Networking, OWASP",2-5 years,10-18 LPA,4.4
Cloud Engineer,Cloud Engineer,Microsoft India,Mumbai,Design and manage cloud infrastructure. Migrate on-premise systems to cloud. Optimize cloud costs. Ensure security and compliance.,"AWS, Azure, GCP, Terraform, Docker, Kubernetes, Python, Linux, Security","AWS, Azure, GCP, Terraform, Docker, Kubernetes, Python, Linux, Security",2-5 years,12-20 LPA,4.8
UI/UX Designer,UI/UX Designer,Freshworks,Bangalore,Design intuitive user interfaces and experiences. Create wireframes and prototypes. Conduct user research. Collaborate with developers.,"Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS","Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS",1-3 years,5-10 LPA,3.9
Machine Learning Engineer,Machine Learning Engineer,Wipro,Chennai,Design and implement ML pipelines. Deploy models to production. Optimize algorithms for performance. Collaborate with data scientists and engineers.,"Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux","Python, TensorFlow, PyTorch, Scikit-learn, MLOps, Docker, Kubernetes, REST API, Git, Linux",2-5 years,10-18 LPA,4.6
Quantitative Analyst,Quantitative Analyst,TCS,Noida,Develop statistical models for financial data. Analyze market trends and patterns. Build risk models and trading algorithms.,"Python, R, Statistics, Machine Learning, SQL, Excel, Financial Modeling, Pandas","Python, R, Statistics, Machine Learning, SQL, Excel, Financial Modeling, Pandas",2-4 years,15-25 LPA,4.9
Cloud Engineer,Cloud Engineer,Swiggy,Remote,Design and manage cloud infrastructure. Migrate on-premise systems to cloud. Optimize cloud costs. Ensure security and compliance.,"AWS, Azure, GCP, Terraform, Docker, Kubernetes, Python, Linux, Security","AWS, Azure, GCP, Terraform, Docker, Kubernetes, Python, Linux, Security",2-5 years,12-20 LPA,3.7
Site Reliability Engineer,Site Reliability Engineer,Google India,Bangalore,Ensure reliability and performance of production systems. Automate operations. Define SLOs and SLAs. Respond to incidents.,"Linux, Python, Go, Kubernetes, Prometheus, Grafana, CI/CD, AWS, Incident Management","Linux, Python, Go, Kubernetes, Prometheus, Grafana, CI/CD, AWS, Incident Management",3-6 years,14-24 LPA,3.3
DevOps Engineer,DevOps Engineer,TCS,Mumbai,Manage CI/CD pipelines. Automate infrastructure using IaC. Monitor systems and ensure uptime. Collaborate with development teams.,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible, Linux, Git, CI/CD, Python","Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible, Linux, Git, CI/CD, Python",2-5 years,10-18 LPA,4.9
Mobile App Developer,Mobile App Developer,Accenture,Noida,Develop Android and iOS mobile applications. Work with React Native or Flutter. Integrate with backend APIs. Publish apps to stores.,"React Native, Flutter, Android, iOS, JavaScript, Dart, REST API, Git, Firebase","React Native, Flutter, Android, iOS, JavaScript, Dart, REST API, Git, Firebase",2-4 years,8-15 LPA,3.4
AI Research Scientist,AI Research Scientist,Microsoft India,Noida,Conduct research in deep learning and NLP. Publish papers and implement novel algorithms. Work on cutting-edge AI problems.,"Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA","Python, PyTorch, TensorFlow, NLP, Computer Vision, Research, Mathematics, CUDA",3-6 years,20-35 LPA,4.1
Web Designer,Web Designer,Amazon,Hyderabad,"Design visually appealing websites. Work with HTML, CSS, and JavaScript. Ensure responsive design. Collaborate with marketing teams.","HTML, CSS, JavaScript, Figma, Adobe Creative Suite, Bootstrap, WordPress","HTML, CSS, JavaScript, Figma, Adobe Creative Suite, Bootstrap, WordPress",1-3 years,4-8 LPA,3.6
